,Unnamed: 0,product_ndc,API,searched_API,Dosage_strength,Dosage_form,strength_num,Strength_unit,per_unit,strength_in_mg,unit_in_mg,strength_in_mg_per_1unit,is_tablet
1809,2288,60444-114,GUAIFENESIN,acetaminophen,200 mg/1,"TABLET, FILM COATED",200.0,mg,1,200.0,1.0,200.0,True
1810,2289,13411-840,ACETAMINOPHEN,acetaminophen,650 mg/1,"TABLET, EFFERVESCENT",650.0,mg,1,650.0,1.0,650.0,True
1811,2290,49999-026,ACETAMINOPHEN,acetaminophen,300 mg/1,TABLET,300.0,mg,1,300.0,1.0,300.0,True
1812,2293,61919-618,HYDROCODONE BITARTRATE,acetaminophen,5 mg/1,TABLET,5.0,mg,1,5.0,1.0,5.0,True
1813,2294,61919-871,OXYCODONE HYDROCHLORIDE,acetaminophen,10 mg/1,TABLET,10.0,mg,1,10.0,1.0,10.0,True
1814,2295,63187-120,HYDROCODONE BITARTRATE,acetaminophen,10 mg/1,TABLET,10.0,mg,1,10.0,1.0,10.0,True
1815,2296,63629-1184,HYDROCODONE BITARTRATE,acetaminophen,10 mg/1,TABLET,10.0,mg,1,10.0,1.0,10.0,True
1817,2298,72854-240,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, COATED",325.0,mg,1,325.0,1.0,325.0,True
1820,2301,60444-115,DIPHENHYDRAMINE HYDROCHLORIDE,acetaminophen,12.5 mg/1,"TABLET, FILM COATED",12.5,mg,1,12.5,1.0,12.5,True
1822,2303,11673-967,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, FILM COATED",500.0,mg,1,500.0,1.0,500.0,True
1823,2304,13411-841,ACETAMINOPHEN,acetaminophen,650 mg/1,"TABLET, EFFERVESCENT",650.0,mg,1,650.0,1.0,650.0,True
1824,2305,30142-896,ACETAMINOPHEN,acetaminophen,250 mg/1,"TABLET, FILM COATED",250.0,mg,1,250.0,1.0,250.0,True
1825,2309,56062-525,ACETAMINOPHEN,acetaminophen,250 mg/1,TABLET,250.0,mg,1,250.0,1.0,250.0,True
1826,2310,59779-594,ACETAMINOPHEN,acetaminophen,250 mg/1,TABLET,250.0,mg,1,250.0,1.0,250.0,True
1827,2311,61919-618,HYDROCODONE BITARTRATE,acetaminophen,5 mg/1,TABLET,5.0,mg,1,5.0,1.0,5.0,True
1828,2312,63629-1185,ACETAMINOPHEN,acetaminophen,300 mg/1,TABLET,300.0,mg,1,300.0,1.0,300.0,True
1829,2313,70677-0081,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, COATED",500.0,mg,1,500.0,1.0,500.0,True
1830,2314,70795-1200,ACETAMINOPHEN,acetaminophen,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
1831,2316,72476-119,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, COATED",325.0,mg,1,325.0,1.0,325.0,True
1832,2317,0615-7590,ACETAMINOPHEN,acetaminophen,650 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",650.0,mg,1,650.0,1.0,650.0,True
1833,2318,60444-118,DEXTROMETHORPHAN HYDROBROMIDE,acetaminophen,10 mg/1,"TABLET, FILM COATED",10.0,mg,1,10.0,1.0,10.0,True
1834,2319,42961-206,ACETAMINOPHEN,acetaminophen,325 mg/1,TABLET,325.0,mg,1,325.0,1.0,325.0,True
1835,2320,55315-105,ACETAMINOPHEN,acetaminophen,325 mg/1,TABLET,325.0,mg,1,325.0,1.0,325.0,True
1836,2321,61919-618,ACETAMINOPHEN,acetaminophen,325 mg/1,TABLET,325.0,mg,1,325.0,1.0,325.0,True
1837,2322,63629-1186,ACETAMINOPHEN,acetaminophen,300 mg/1,TABLET,300.0,mg,1,300.0,1.0,300.0,True
1838,2323,0280-8070,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, COATED",500.0,mg,1,500.0,1.0,500.0,True
1839,2324,68071-3044,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, FILM COATED",325.0,mg,1,325.0,1.0,325.0,True
1841,2326,70518-1134,BUTALBITAL,acetaminophen,50 mg/1,TABLET,50.0,mg,1,50.0,1.0,50.0,True
1842,2327,72476-123,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, COATED",325.0,mg,1,325.0,1.0,325.0,True
1843,2328,0603-3891,HYDROCODONE BITARTRATE,acetaminophen,7.5 mg/1,TABLET,7.5,mg,1,7.5,1.0,7.5,True
1846,2331,41520-786,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, FILM COATED",500.0,mg,1,500.0,1.0,500.0,True
1847,2333,50090-0267,ACETAMINOPHEN,acetaminophen,325 mg/1,TABLET,325.0,mg,1,325.0,1.0,325.0,True
1848,2334,55910-355,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, FILM COATED",500.0,mg,1,500.0,1.0,500.0,True
1849,2335,61919-618,HYDROCODONE BITARTRATE,acetaminophen,5 mg/1,TABLET,5.0,mg,1,5.0,1.0,5.0,True
1850,2336,63629-1187,ACETAMINOPHEN,acetaminophen,300 mg/1,TABLET,300.0,mg,1,300.0,1.0,300.0,True
1851,2337,66715-9810,ACETAMINOPHEN,acetaminophen,250 mg/1,"TABLET, FILM COATED",250.0,mg,1,250.0,1.0,250.0,True
1852,2339,0363-9991,ACETAMINOPHEN,acetaminophen,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
1853,2340,69842-738,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, FILM COATED",325.0,mg,1,325.0,1.0,325.0,True
1855,2342,60444-120,CAFFEINE,acetaminophen,65 mg/1,"TABLET, FILM COATED",65.0,mg,1,65.0,1.0,65.0,True
1857,2344,11673-444,ACETAMINOPHEN,acetaminophen,325 mg/1,TABLET,325.0,mg,1,325.0,1.0,325.0,True
1859,2348,56062-544,ACETAMINOPHEN,acetaminophen,650 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",650.0,mg,1,650.0,1.0,650.0,True
1860,2349,59779-599,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, FILM COATED",325.0,mg,1,325.0,1.0,325.0,True
1861,2350,63629-1188,ACETAMINOPHEN,acetaminophen,300 mg/1,TABLET,300.0,mg,1,300.0,1.0,300.0,True
1862,2352,60444-121,DOXYLAMINE SUCCINATE,acetaminophen,6.25 mg/1,"TABLET, FILM COATED",6.25,mg,1,6.25,1.0,6.25,True
1864,2354,73319-122,ACETAMINOPHEN,acetaminophen,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
1866,2356,55910-828,ACETAMINOPHEN,acetaminophen,650 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",650.0,mg,1,650.0,1.0,650.0,True
1867,2357,61919-053,ACETAMINOPHEN,acetaminophen,300 mg/1,TABLET,300.0,mg,1,300.0,1.0,300.0,True
1868,2358,61919-875,ACETAMINOPHEN,acetaminophen,325 mg/1,TABLET,325.0,mg,1,325.0,1.0,325.0,True
1869,2359,63629-1189,ACETAMINOPHEN,acetaminophen,300 mg/1,TABLET,300.0,mg,1,300.0,1.0,300.0,True
1870,2360,0363-8992,ACETAMINOPHEN,acetaminophen,250 mg/1,TABLET,250.0,mg,1,250.0,1.0,250.0,True
1872,2362,72476-163,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, COATED",325.0,mg,1,325.0,1.0,325.0,True
1874,2364,60444-133,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, FILM COATED",325.0,mg,1,325.0,1.0,325.0,True
1876,2366,11822-0428,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, FILM COATED",500.0,mg,1,500.0,1.0,500.0,True
1878,2370,50580-344,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, FILM COATED",500.0,mg,1,500.0,1.0,500.0,True
1879,2371,50488-4325,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, CHEWABLE",325.0,mg,1,325.0,1.0,325.0,True
1880,2372,55315-135,ACETAMINOPHEN,acetaminophen,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
1881,2374,61919-053,CODEINE PHOSPHATE,acetaminophen,30 mg/1,TABLET,30.0,mg,1,30.0,1.0,30.0,True
1882,2375,63187-944,ACETAMINOPHEN,acetaminophen,80 mg/1,TABLET,80.0,mg,1,80.0,1.0,80.0,True
1883,2376,63629-1190,ACETAMINOPHEN,acetaminophen,300 mg/1,TABLET,300.0,mg,1,300.0,1.0,300.0,True
1884,2377,63981-374,ACETAMINOPHEN,acetaminophen,250 mg/1,"TABLET, FILM COATED",250.0,mg,1,250.0,1.0,250.0,True
1885,2378,68071-4801,HYDROCODONE BITARTRATE,acetaminophen,5 mg/1,TABLET,5.0,mg,1,5.0,1.0,5.0,True
1886,2379,0363-7214,ACETAMINOPHEN,acetaminophen,250 mg/1,TABLET,250.0,mg,1,250.0,1.0,250.0,True
1888,2382,72476-166,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, COATED",325.0,mg,1,325.0,1.0,325.0,True
1889,2383,73689-101,ACETAMINOPHEN,acetaminophen,250 mg/1,"TABLET, FILM COATED",250.0,mg,1,250.0,1.0,250.0,True
1890,2384,60444-137,CAFFEINE,acetaminophen,60 mg/1,"TABLET, FILM COATED",60.0,mg,1,60.0,1.0,60.0,True
1892,2387,21130-850,ACETAMINOPHEN,acetaminophen,160 mg/1,"TABLET, CHEWABLE",160.0,mg,1,160.0,1.0,160.0,True
1893,2389,0113-7374,ACETAMINOPHEN,acetaminophen,250 mg/1,"TABLET, FILM COATED",250.0,mg,1,250.0,1.0,250.0,True
1894,2390,0135-7011,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, FILM COATED",500.0,mg,1,500.0,1.0,500.0,True
1895,2391,55315-148,ACETAMINOPHEN,acetaminophen,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
1896,2393,61919-053,ACETAMINOPHEN,acetaminophen,300 mg/1,TABLET,300.0,mg,1,300.0,1.0,300.0,True
1897,2394,68071-5054,OXYCODONE HYDROCHLORIDE,acetaminophen,5 mg/1,TABLET,5.0,mg,1,5.0,1.0,5.0,True
1898,2396,66715-9817,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, FILM COATED",500.0,mg,1,500.0,1.0,500.0,True
1900,2400,0904-5816,ACETAMINOPHEN,acetaminophen,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
1903,2405,63868-578,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, COATED",325.0,mg,1,325.0,1.0,325.0,True
1904,2406,68071-3061,ACETAMINOPHEN,acetaminophen,300 mg/1,TABLET,300.0,mg,1,300.0,1.0,300.0,True
1906,2408,66715-9827,ACETAMINOPHEN,acetaminophen,325 mg/1,TABLET,325.0,mg,1,325.0,1.0,325.0,True
1908,2411,72476-167,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, COATED",325.0,mg,1,325.0,1.0,325.0,True
1911,2415,30142-466,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, FILM COATED",325.0,mg,1,325.0,1.0,325.0,True
1913,2418,66715-9828,ACETAMINOPHEN,acetaminophen,325 mg/1,TABLET,325.0,mg,1,325.0,1.0,325.0,True
1915,2420,69842-431,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, FILM COATED",325.0,mg,1,325.0,1.0,325.0,True
1916,2421,81238-0107,ACETAMINOPHEN,acetaminophen,325 mg/1,TABLET,325.0,mg,1,325.0,1.0,325.0,True
1918,2423,13411-854,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, EFFERVESCENT",500.0,mg,1,500.0,1.0,500.0,True
1920,2427,50090-5272,ACETAMINOPHEN,acetaminophen,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
1923,2434,0904-6824,HYDROCODONE BITARTRATE,acetaminophen,5 mg/1,TABLET,5.0,mg,1,5.0,1.0,5.0,True
1924,2436,13411-855,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, EFFERVESCENT",500.0,mg,1,500.0,1.0,500.0,True
1925,2438,36800-227,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, FILM COATED",500.0,mg,1,500.0,1.0,500.0,True
1927,2440,49035-390,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, FILM COATED",500.0,mg,1,500.0,1.0,500.0,True
1928,2441,49999-060,ACETAMINOPHEN,acetaminophen,300 mg/1,TABLET,300.0,mg,1,300.0,1.0,300.0,True
1929,2442,52389-153,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, FILM COATED",500.0,mg,1,500.0,1.0,500.0,True
1930,2443,63868-581,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, COATED",325.0,mg,1,325.0,1.0,325.0,True
1931,2444,66715-9904,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, COATED",325.0,mg,1,325.0,1.0,325.0,True
1932,2445,69842-160,ACETAMINOPHEN,acetaminophen,160 mg/1,"TABLET, CHEWABLE",160.0,mg,1,160.0,1.0,160.0,True
1933,2446,71713-101,ACETAMINOPHEN,acetaminophen,250 mg/1,"TABLET, FILM COATED",250.0,mg,1,250.0,1.0,250.0,True
1934,2447,72476-185,ACETAMINOPHEN,acetaminophen,650 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",650.0,mg,1,650.0,1.0,650.0,True
1936,2450,81238-0240,ACETAMINOPHEN,acetaminophen,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
1937,2451,41250-372,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, COATED",325.0,mg,1,325.0,1.0,325.0,True
1938,2452,30142-470,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, FILM COATED",325.0,mg,1,325.0,1.0,325.0,True
1939,2454,36800-229,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, COATED",500.0,mg,1,500.0,1.0,500.0,True
1940,2455,50580-378,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, FILM COATED",500.0,mg,1,500.0,1.0,500.0,True
1941,2458,63868-582,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, COATED",325.0,mg,1,325.0,1.0,325.0,True
1942,2459,66715-9905,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, COATED",325.0,mg,1,325.0,1.0,325.0,True
1944,2461,68788-9229,ACETAMINOPHEN,acetaminophen,300 mg/1,TABLET,300.0,mg,1,300.0,1.0,300.0,True
1945,2462,72476-186,ACETAMINOPHEN,acetaminophen,650 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",650.0,mg,1,650.0,1.0,650.0,True
1946,2465,81238-0242,ACETAMINOPHEN,acetaminophen,110 mg/1,TABLET,110.0,mg,1,110.0,1.0,110.0,True
1947,2466,67414-200,ACETAMINOPHEN,acetaminophen,250 mg/1,"TABLET, FILM COATED",250.0,mg,1,250.0,1.0,250.0,True
1949,2470,41250-374,ACETAMINOPHEN,acetaminophen,250 mg/1,"TABLET, FILM COATED",250.0,mg,1,250.0,1.0,250.0,True
1950,2471,42507-525,ACETAMINOPHEN,acetaminophen,250 mg/1,TABLET,250.0,mg,1,250.0,1.0,250.0,True
1951,2472,50580-402,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, FILM COATED",325.0,mg,1,325.0,1.0,325.0,True
1952,2473,0280-8090,ACETAMINOPHEN,acetaminophen,650 mg/1,"TABLET, EXTENDED RELEASE",650.0,mg,1,650.0,1.0,650.0,True
1954,2475,68788-7801,ACETAMINOPHEN,acetaminophen,300 mg/1,TABLET,300.0,mg,1,300.0,1.0,300.0,True
1956,2477,70677-0093,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, FILM COATED",500.0,mg,1,500.0,1.0,500.0,True
1957,2478,71335-0848,ACETAMINOPHEN,acetaminophen,325 mg/1,TABLET,325.0,mg,1,325.0,1.0,325.0,True
1959,2480,11822-0104,ACETAMINOPHEN,acetaminophen,325 mg/1,TABLET,325.0,mg,1,325.0,1.0,325.0,True
1960,2481,36800-484,ACETAMINOPHEN,acetaminophen,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
1962,2484,50090-5469,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, FILM COATED",500.0,mg,1,500.0,1.0,500.0,True
1966,2491,0363-0640,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, FILM COATED",325.0,mg,1,325.0,1.0,325.0,True
1967,2493,71399-8024,ACETAMINOPHEN,acetaminophen,325 mg/1,TABLET,325.0,mg,1,325.0,1.0,325.0,True
1969,2496,11822-6690,ACETAMINOPHEN,acetaminophen,650 mg/1,TABLET,650.0,mg,1,650.0,1.0,650.0,True
1970,2497,0113-4500,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, FILM COATED",325.0,mg,1,325.0,1.0,325.0,True
1972,2500,37808-367,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, COATED",325.0,mg,1,325.0,1.0,325.0,True
1973,2501,41520-493,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, FILM COATED",325.0,mg,1,325.0,1.0,325.0,True
1975,2503,55301-557,ACETAMINOPHEN,acetaminophen,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
1976,2505,0363-0544,ACETAMINOPHEN,acetaminophen,650 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",650.0,mg,1,650.0,1.0,650.0,True
1977,2506,68084-895,HYDROCODONE BITARTRATE,acetaminophen,5 mg/1,TABLET,5.0,mg,1,5.0,1.0,5.0,True
1978,2508,71205-981,BUTALBITAL,acetaminophen,50 mg/1,"TABLET, COATED",50.0,mg,1,50.0,1.0,50.0,True
1979,2509,71399-8025,ACETAMINOPHEN,acetaminophen,325 mg/1,TABLET,325.0,mg,1,325.0,1.0,325.0,True
1980,2510,0615-8279,ACETAMINOPHEN,acetaminophen,325 mg/1,TABLET,325.0,mg,1,325.0,1.0,325.0,True
1981,2511,11822-6790,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, FILM COATED",500.0,mg,1,500.0,1.0,500.0,True
1982,2512,72854-231,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, COATED",325.0,mg,1,325.0,1.0,325.0,True
1986,2519,55670-475,ACETAMINOPHEN,acetaminophen,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
1988,2521,63940-322,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, COATED",500.0,mg,1,500.0,1.0,500.0,True
1989,2522,63941-674,ACETAMINOPHEN,acetaminophen,250 mg/1,"TABLET, FILM COATED",250.0,mg,1,250.0,1.0,250.0,True
1991,2524,68071-2470,ACETAMINOPHEN,acetaminophen,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
1993,2528,72887-193,OXYCODONE HYDROCHLORIDE,acetaminophen,2.5 mg/1,TABLET,2.5,mg,1,2.5,1.0,2.5,True
1995,2531,72854-232,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, COATED",325.0,mg,1,325.0,1.0,325.0,True
2000,2540,52904-455,ACETAMINOPHEN,acetaminophen,325 mg/1,TABLET,325.0,mg,1,325.0,1.0,325.0,True
2001,2541,55301-560,ACETAMINOPHEN,acetaminophen,325 mg/1,TABLET,325.0,mg,1,325.0,1.0,325.0,True
2002,2542,59779-848,ACETAMINOPHEN,acetaminophen,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
2004,2544,0363-0372,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, FILM COATED",325.0,mg,1,325.0,1.0,325.0,True
2006,2546,67751-141,ACETAMINOPHEN,acetaminophen,250 mg/1,"TABLET, FILM COATED",250.0,mg,1,250.0,1.0,250.0,True
2007,2547,71399-8027,ACETAMINOPHEN,acetaminophen,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
2008,2549,81533-500,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, FILM COATED",500.0,mg,1,500.0,1.0,500.0,True
2010,2551,11584-0030,BUTALBITAL,acetaminophen,50 mg/1,TABLET,50.0,mg,1,50.0,1.0,50.0,True
2011,2552,42961-399,ACETAMINOPHEN,acetaminophen,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
2012,2553,49999-131,ACETAMINOPHEN,acetaminophen,325 mg/1,TABLET,325.0,mg,1,325.0,1.0,325.0,True
2013,2554,50090-3688,HYDROCODONE BITARTRATE,acetaminophen,5 mg/1,TABLET,5.0,mg,1,5.0,1.0,5.0,True
2014,2555,55910-374,ACETAMINOPHEN,acetaminophen,250 mg/1,"TABLET, FILM COATED",250.0,mg,1,250.0,1.0,250.0,True
2015,2556,55315-183,ACETAMINOPHEN,acetaminophen,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
2017,2558,68788-7802,ACETAMINOPHEN,acetaminophen,300 mg/1,TABLET,300.0,mg,1,300.0,1.0,300.0,True
2018,2559,0363-9992,ACETAMINOPHEN,acetaminophen,650 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",650.0,mg,1,650.0,1.0,650.0,True
2019,2560,72476-197,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, COATED",325.0,mg,1,325.0,1.0,325.0,True
2021,2564,41226-341,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, COATED",500.0,mg,1,500.0,1.0,500.0,True
2022,2565,27854-175,ACETAMINOPHEN,acetaminophen,250 mg/1,TABLET,250.0,mg,1,250.0,1.0,250.0,True
2023,2566,50090-3689,HYDROCODONE BITARTRATE,acetaminophen,7.5 mg/1,TABLET,7.5,mg,1,7.5,1.0,7.5,True
2024,2568,63981-519,ACETAMINOPHEN,acetaminophen,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
2025,2569,68071-4166,ACETAMINOPHEN,acetaminophen,325 mg/1,TABLET,325.0,mg,1,325.0,1.0,325.0,True
2028,2573,69842-750,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, FILM COATED",500.0,mg,1,500.0,1.0,500.0,True
2029,2574,70677-0100,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, COATED",325.0,mg,1,325.0,1.0,325.0,True
2030,2575,71335-0216,OXYCODONE HYDROCHLORIDE,acetaminophen,5 mg/1,TABLET,5.0,mg,1,5.0,1.0,5.0,True
2031,2576,72189-120,ACETAMINOPHEN,acetaminophen,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
2032,2577,72476-198,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, COATED",325.0,mg,1,325.0,1.0,325.0,True
2033,2580,0067-8202,ACETAMINOPHEN,acetaminophen,250 mg/1,"TABLET, FILM COATED",250.0,mg,1,250.0,1.0,250.0,True
2034,2581,81238-0560,ACETAMINOPHEN,acetaminophen,250 mg/1,TABLET,250.0,mg,1,250.0,1.0,250.0,True
2035,2584,24385-484,ACETAMINOPHEN,acetaminophen,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
2036,2585,41163-922,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, FILM COATED",325.0,mg,1,325.0,1.0,325.0,True
2037,2586,41226-370,CAFFEINE,acetaminophen,65 mg/1,"TABLET, COATED",65.0,mg,1,65.0,1.0,65.0,True
2038,2587,0135-0620,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, FILM COATED",500.0,mg,1,500.0,1.0,500.0,True
2039,2588,63187-137,HYDROCODONE BITARTRATE,acetaminophen,7.5 mg/1,TABLET,7.5,mg,1,7.5,1.0,7.5,True
2040,2589,0363-8993,ACETAMINOPHEN,acetaminophen,325 mg/1,TABLET,325.0,mg,1,325.0,1.0,325.0,True
2044,2594,21130-270,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, COATED",500.0,mg,1,500.0,1.0,500.0,True
2045,2595,27854-210,ACETAMINOPHEN,acetaminophen,325 mg/1,TABLET,325.0,mg,1,325.0,1.0,325.0,True
2046,2597,50580-412,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, FILM COATED",500.0,mg,1,500.0,1.0,500.0,True
2047,2601,63981-556,ACETAMINOPHEN,acetaminophen,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
2048,2603,71205-306,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, COATED",325.0,mg,1,325.0,1.0,325.0,True
2049,2604,0924-0223,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, FILM COATED",500.0,mg,1,500.0,1.0,500.0,True
2050,2605,62207-661,ACETAMINOPHEN,acetaminophen,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
2051,2606,11673-484,ACETAMINOPHEN,acetaminophen,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
2052,2607,41520-012,ACETAMINOPHEN,acetaminophen,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
2054,2609,36800-243,ACETAMINOPHEN,acetaminophen,250 mg/1,TABLET,250.0,mg,1,250.0,1.0,250.0,True
2055,2611,0135-7021,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, FILM COATED",500.0,mg,1,500.0,1.0,500.0,True
2056,2613,63868-587,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, COATED",325.0,mg,1,325.0,1.0,325.0,True
2057,2614,71335-0219,ACETAMINOPHEN,acetaminophen,650 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",650.0,mg,1,650.0,1.0,650.0,True
2058,2615,0615-8397,ACETAMINOPHEN,acetaminophen,325 mg/1,TABLET,325.0,mg,1,325.0,1.0,325.0,True
2062,2619,47682-303,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, COATED",325.0,mg,1,325.0,1.0,325.0,True
2064,2622,52389-237,ACETAMINOPHEN,acetaminophen,250 mg/1,"TABLET, FILM COATED",250.0,mg,1,250.0,1.0,250.0,True
2065,2623,56062-650,ACETAMINOPHEN,acetaminophen,500 mg/1,"TABLET, FILM COATED",500.0,mg,1,500.0,1.0,500.0,True
2066,2626,63868-588,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, COATED",325.0,mg,1,325.0,1.0,325.0,True
2068,2628,0363-0443,ACETAMINOPHEN,acetaminophen,250 mg/1,"TABLET, FILM COATED",250.0,mg,1,250.0,1.0,250.0,True
2069,2630,0363-0526,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, FILM COATED",325.0,mg,1,325.0,1.0,325.0,True
2070,2632,69842-168,ACETAMINOPHEN,acetaminophen,500 mg/1,TABLET,500.0,mg,1,500.0,1.0,500.0,True
2071,2633,69844-049,TRAMADOL HYDROCHLORIDE,acetaminophen,37.5 mg/1,"TABLET, FILM COATED",37.5,mg,1,37.5,1.0,37.5,True
2072,2634,11673-006,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, FILM COATED",325.0,mg,1,325.0,1.0,325.0,True
2073,2635,30142-966,ACETAMINOPHEN,acetaminophen,650 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",650.0,mg,1,650.0,1.0,650.0,True
2075,2637,37808-663,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, COATED",325.0,mg,1,325.0,1.0,325.0,True
2076,2640,63629-7668,ACETAMINOPHEN,acetaminophen,300 mg/1,TABLET,300.0,mg,1,300.0,1.0,300.0,True
2077,2641,63868-071,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, COATED",325.0,mg,1,325.0,1.0,325.0,True
2078,2642,63868-589,ACETAMINOPHEN,acetaminophen,325 mg/1,"TABLET, COATED",325.0,mg,1,325.0,1.0,325.0,True
